 Nombre EPS ,Nombre IPS,Valor Autorizado por EPS ($),Valor Girado IPS ($),observación,Fecha proceso Giro Directo,Fecha Giro,PROCESO
SANITAS E.P.S.,CENTRO DE REHABILITACION Y EDUCACION ESPECIAL MEJORA IPS SAS," 87,225,875 "," 87,225,875 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,JUNICAL MEDICAL SAS," 86,437,191 "," 86,437,191 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA SA CEMDE SA," 86,131,819 "," 86,131,819 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MAPLE RESPIRATORY IPS SAS," 86,100,033 "," 86,100,033 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II," 81,802,658 "," 81,802,658 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SANTA HELENA DEL VALLE I P S SAS," 81,503,197 "," 81,503,197 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION ESPECIALIZADA EN DESARROLLO INFANTIL," 81,084,625 "," 81,084,625 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL LA MISERICORDIA CALARCA," 79,837,510 "," 79,837,510 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA REGIONAL DEL SAN JORGE IPS SA," 79,760,192 "," 79,760,192 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS CENEMED QUILICHAO CENTRO DE ESPECIALISTAS SAS," 79,692,206 "," 79,692,206 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE NEUROREHABILITACION SURGIR," 79,496,730 "," 79,496,730 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION ALEJANDRO LONDONO," 79,373,604 "," 79,373,604 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SERVICIOS MEDICOS INTEGRALES PARA EL MANEJO DEL DOLOR SAS," 78,337,859 "," 78,337,859 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HEMATO ONCOLOGOS SA," 78,138,265 "," 78,138,265 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION CLINICA INFANTIL CLUB NOEL," 77,741,051 "," 77,741,051 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CONGREGACION DE DOMINICAS DE SANTA CATALINA DE SENA," 77,421,377 "," 77,421,377 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GESTION SALUD SAS," 76,944,912 "," 76,944,912 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA REINA LUCIA SAS," 76,503,126 "," 76,503,126 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL UNIVERSITARIO SAN IGNACIO," 75,712,901 "," 75,712,901 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE TERAPIAS INTEGRALES PROGRESAR SAS," 75,629,993 "," 75,629,993 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINIVIDA Y SALUD IPS SAS," 74,925,741 "," 74,925,741 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO ULTRATECNOLOGIA MEDICA SAS," 74,919,251 "," 74,919,251 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SERVICIOS ESPECIALIZADOS FCB SAS," 74,886,726 "," 74,886,726 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION HOSPITAL SAN PEDRO," 74,698,677 "," 74,698,677 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL UNIVERSITARIO DE SANTANDER," 74,232,308 "," 74,232,308 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SALUD ORAL SAS," 73,950,383 "," 73,950,383 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE ENFERMEDADES GASTROINTESTINALES DEL CESAR SAS," 73,460,599 "," 73,460,599 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL DEL SARARE," 72,508,566 "," 72,508,566 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA PALMA REAL SAS," 72,057,929 "," 72,057,929 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INVERCLINICAS SAS," 71,471,976 "," 71,471,976 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DIAGNOSTICO DE ESPECIALISTAS LIMITADA CEDES LIMITADA," 71,212,499 "," 71,212,499 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IMAGENOLOGIA MEDICA DEL HUILA LTDA," 70,996,321 "," 70,996,321 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA MEDICOS SA," 70,674,065 "," 70,674,065 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UROBOSQUE SA," 70,477,934 "," 70,477,934 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SOCIEDAD DE NEUROCIENCIAS E IMAGENES DIAGNOSTICAS NEUROIMAGENES SA," 70,019,200 "," 70,019,200 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE IMAGENES ESPECIALIZADAS CIME SAS," 69,647,546 "," 69,647,546 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICINA Y TECNOLOGIA EN SALUD SAS," 69,555,675 "," 69,555,675 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA MEDICO QUIRURGICA SA," 68,340,342 "," 68,340,342 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD CARDIO QUIRURGICA DE NARINO SAS," 67,869,575 "," 67,869,575 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL SAN FRANCISCO DE ASIS," 67,750,682 "," 67,750,682 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA CENTRAL DEL QUINDIO SAS," 67,300,713 "," 67,300,713 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PANOREX CEDENT SAS," 66,651,791 "," 66,651,791 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDIFACA IPS SAS," 65,893,445 "," 65,893,445 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE MARIA AUXILIADORA DE GARZON," 65,418,725 "," 65,418,725 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GAMANUCLEAR LTDA," 65,258,245 "," 65,258,245 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CONGREGACION HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN PROVINCIA DE BOGOTA," 65,125,358 "," 65,125,358 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS LABORATORIO CLINICO NORA ALVAREZ LTDA," 64,526,317 "," 64,526,317 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO RADIOLOGICO DEL SUR IPIALES SAS," 64,237,637 "," 64,237,637 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA DEL PRADO SAS," 63,736,724 "," 63,736,724 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PRAXISALUD IPS SAS," 63,689,495 "," 63,689,495 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,DOMISALUD DEL LLANO SAS," 62,687,568 "," 62,687,568 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,REHABILITACION NEUROLOGICA INFANTIL AVANZADA SAS," 62,365,686 "," 62,365,686 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA IPS CABECERA SAS," 62,180,907 "," 62,180,907 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RED SALUD CASANARE EMPRESA SOCIAL DEL ESTADO," 62,012,121 "," 62,012,121 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL NUESTRA SRA DE LAS MERECEDES," 61,865,669 "," 61,865,669 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA OFTALMOLOGICA VISION COLOMBIA SAS," 61,838,098 "," 61,838,098 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO MEDICO SAN LUIS CLINICA QUIRURGICA SAS," 61,463,905 "," 61,463,905 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS SAN MIGUEL SAS," 61,252,966 "," 61,252,966 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA NORTE SA," 60,909,764 "," 60,909,764 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PABLO EMILIO VANEGAS PLATA Y CIA LTDA," 60,775,390 "," 60,775,390 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA PIEDECUESTA SA," 59,018,951 "," 59,018,951 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CORPORACION SINDROME DE DOWN," 57,448,058 "," 57,448,058 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS HYL SALUD SAS," 57,038,358 "," 57,038,358 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA LOS NOGALES SAS," 56,828,866 "," 56,828,866 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO ESPECIALIZADO EN SALUD MENTAL LTDA," 56,256,321 "," 56,256,321 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,AUVIMER SALUD INTEGRAL EN CASA SAS," 56,242,461 "," 56,242,461 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,COOPERATIVA ANTIOQUENA DE SALUD," 55,902,514 "," 55,902,514 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PROJECTION LIFE COLOMBIA SA," 55,654,416 "," 55,654,416 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN JUAN DE DIOS DE HONDA," 55,516,980 "," 55,516,980 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL PEDRO LEON ALVAREZ DIAZ," 54,923,454 "," 54,923,454 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION HOSPITAL UNIVERSIDAD DEL NORTE," 54,828,589 "," 54,828,589 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDIAGNOSTICA TECMEDI TECNOLOGIA MEDICA DIAGNOSTICA SAS," 54,481,275 "," 54,481,275 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EUSALUD SA," 54,336,340 "," 54,336,340 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INTERGASTRO SA," 54,291,064 "," 54,291,064 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA LTDA," 53,889,151 "," 53,889,151 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RADIOLOGOSASOCIADOS SAS," 53,765,349 "," 53,765,349 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL EL SALVADOR UBATE," 53,451,347 "," 53,451,347 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INVERSIONES LUCEDMARB SA," 52,639,209 "," 52,639,209 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RADIOLOGOS DEL PARQUE IPS SAS," 52,008,220 "," 52,008,220 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PATOLOGIA Y CITOLOGIA SAS," 51,794,955 "," 51,794,955 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SALAZAR DE VILLETA," 51,512,368 "," 51,512,368 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA CORPOSUCRE SAS," 51,311,852 "," 51,311,852 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL RUDESINDO SOTO," 51,091,047 "," 51,091,047 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RIO SUR SAS," 50,880,000 "," 50,880,000 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO MEDICO SINAPSIS IPS SA," 50,637,116 "," 50,637,116 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GAMANUCLEAR SAS," 50,216,733 "," 50,216,733 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA SA," 49,970,162 "," 49,970,162 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEL ROSARIO," 49,931,559 "," 49,931,559 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESCANOGRAFIA NEUROLOGICA SA," 49,584,718 "," 49,584,718 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE," 49,572,363 "," 49,572,363 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA VALLE SALUD SAN FERNANDO SAS," 48,908,057 "," 48,908,057 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINIMAGENES SAS," 47,951,865 "," 47,951,865 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO ESPECIALIZADO EN NEUROREHABILITACION INTEGRAL CREER IPS SAS," 47,723,998 "," 47,723,998 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL DE PAIPA," 47,665,326 "," 47,665,326 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION LUPINES," 47,445,831 "," 47,445,831 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE SANTIAGO DE TUNJA," 47,037,972 "," 47,037,972 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION UNIDAD CARDIODIAGNOSTICO SANTA MARIA," 46,310,298 "," 46,310,298 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RADIOLOGOS ASOCIADOS SAS," 46,203,768 "," 46,203,768 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARINO E S E," 45,979,173 "," 45,979,173 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCION VALLE DE TENZA ESE," 45,699,556 "," 45,699,556 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL REGIONAL DE VELEZ," 44,109,412 "," 44,109,412 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD CLINICA LA MAGDALENA SAS," 44,031,366 "," 44,031,366 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FORPRESALUD IPS SAS," 43,747,501 "," 43,747,501 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HEALTH CARS SAS," 43,678,993 "," 43,678,993 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION CENTRO INVESTIGACION E INFORMACION EN DEFICIENCIAS," 43,550,550 "," 43,550,550 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,AUDIOMEDICA SAS," 42,386,180 "," 42,386,180 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,B BRAUN AVITUM SAS," 40,657,898 "," 40,657,898 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO CARDIOVASCULAR DE CALDAS SA," 40,449,198 "," 40,449,198 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CALCULASER SA," 40,386,319 "," 40,386,319 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEINTEGRAL SAS," 40,204,305 "," 40,204,305 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CRUZ ROJA COLOMBIANA SECCIONAL CALDAS," 39,579,170 "," 39,579,170 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL," 39,434,712 "," 39,434,712 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN JOSE DEL MUNICIPIO DE SAN SEBASTIAN DE MARIQUITA TOLIMA EMPRESA," 39,404,113 "," 39,404,113 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,DUMIAN MEDICAL SAS," 39,312,677 "," 39,312,677 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SALUD MENTAL DE ARAUCA IPS SAS," 39,052,762 "," 39,052,762 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL MUNICIPAL ACACIAS EMPRESA SOCIAL DEL ESTADO," 38,946,910 "," 38,946,910 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN AGUSTIN DE FONSECA," 38,934,440 "," 38,934,440 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN JUAN DE DIOS DE CALI," 38,352,065 "," 38,352,065 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CARLOS EDUARDO RANGEL GALVIS SAS," 38,052,350 "," 38,052,350 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL," 38,008,018 "," 38,008,018 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE SOLUCION SALUD," 37,978,355 "," 37,978,355 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO POPAYAN ESE," 37,827,540 "," 37,827,540 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS," 37,801,569 "," 37,801,569 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA," 37,733,493 "," 37,733,493 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS UNIDAD MEDICA UROLOGICA DE NARINO LTDA," 36,514,128 "," 36,514,128 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO," 36,460,163 "," 36,460,163 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL DEPARTAMENTAL DE GRANADA," 35,614,694 "," 35,614,694 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SAN JOSE SAS," 35,479,211 "," 35,479,211 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,TERAFISICA IPS SAS," 35,470,327 "," 35,470,327 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE QUIMBAYA," 34,800,416 "," 34,800,416 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN JOSE DE MAICAO GUAJIRA," 34,772,504 "," 34,772,504 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL DE ALTA COMPLEJIDAD DEL PUTUMAYO SAS ZOMAC," 34,341,647 "," 34,341,647 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ALERGOSALUD SAS," 34,281,365 "," 34,281,365 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL DEPARTAMENTAL TOMAS URIBE URIBE ESE," 34,274,864 "," 34,274,864 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HERMANOS MARTINEZ GUERRA LTDA," 34,236,965 "," 34,236,965 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL JULIO H CALONJE," 34,228,298 "," 34,228,298 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA PALMIRA SA," 34,216,797 "," 34,216,797 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,BOSTON MEDICAL CARE SAS IPS," 33,900,327 "," 33,900,327 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO DEL SISTEMA NERVIOSO DEL ORIENTE SA," 33,662,520 "," 33,662,520 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FOTOTERAPIA BOJANINI Y LOPEZ SAS," 33,661,569 "," 33,661,569 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL LOCAL JUAN HERNANDO HURREGO," 33,062,906 "," 33,062,906 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RAYOS X E IMAGENES DIAGNOSTICAS RADIOSALUD EU," 32,700,605 "," 32,700,605 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN RAFAEL DE CAQUEZA," 32,623,022 "," 32,623,022 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD DE SALUD DE IBAGUE USI  ESE," 32,384,565 "," 32,384,565 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GARCIA PEREZ MEDICA Y COMPANIA SAS," 32,328,450 "," 32,328,450 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INTEGRA SALUD DEL CAUCA LTDA," 32,117,273 "," 32,117,273 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FISIOPRAXIS SAS IPS," 31,501,600 "," 31,501,600 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FABILU LTDA," 31,459,895 "," 31,459,895 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE DIAGNOSTICO Y CIRUGIA OCULAR SAS," 31,311,938 "," 31,311,938 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA," 31,309,125 "," 31,309,125 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ASOCIACION CLINICA ORAL SABANAS," 31,308,230 "," 31,308,230 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA ALTA COMPLEJIDAD DE AGUACHICA SAS," 30,886,543 "," 30,886,543 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL MILITAR CENTRAL," 30,734,242 "," 30,734,242 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO MEDICO ONCOLOGICO SAS," 30,171,000 "," 30,171,000 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN RAFAEL DE ALBANIA ESE," 30,127,676 "," 30,127,676 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CONEQUIPOS MEDICA SAS," 29,829,000 "," 29,829,000 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE ORTOPEDIA Y REHABILITACION ORTOVITAL INTEGRAL SAS," 29,713,078 "," 29,713,078 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CIMAD IPS LTDA," 29,705,537 "," 29,705,537 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON," 29,395,957 "," 29,395,957 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SAN JUAN BAUTISTA SAS," 29,335,011 "," 29,335,011 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO ONCOLOGICO DE ANTIOQUIA SAS," 28,909,958 "," 28,909,958 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS GASTROCENTER Y ESPECIALIDADES MEDICAS SAS," 28,865,052 "," 28,865,052 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO NEUROLOGICO DEL PACIFICO SAS," 28,722,160 "," 28,722,160 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICINA INTEGRAL DEL CAQUETA IPS SAS," 28,572,622 "," 28,572,622 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,AMBULANCIAS PROYECTAR SAS," 28,502,457 "," 28,502,457 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,LOSCOBOS MEDICAL CENTER SAS," 28,493,359 "," 28,493,359 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE DIAGNOSTICO UROLOGICO SA," 28,283,535 "," 28,283,535 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INTEGRADOS EN SALUD IPS LTDA," 28,113,750 "," 28,113,750 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CARDIORIENTE LTDA CENTRO CARDIOLOGICO DEL ORIENTE," 28,106,678 "," 28,106,678 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,NEUROCESAR SAS," 27,891,476 "," 27,891,476 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,NEUROELECTRODIAGNOSTICO SH DEL LLANO SAS," 27,842,694 "," 27,842,694 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS ASESORIAS HORIZONTES DEL NORTE SAS," 27,826,968 "," 27,826,968 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION OFTALMOLOGICA DE NARINO," 27,743,537 "," 27,743,537 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICAL HELP IPS SAS," 27,603,384 "," 27,603,384 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL REGIONAL SUR ORIENTAL CHINACOTA," 27,561,421 "," 27,561,421 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS BARRANCAS SAS," 27,372,019 "," 27,372,019 ",,2024-04-08,4/15/2024,I ABRIL
