Nombre EPS, Razón Social ,Valor Autorizado por EPS ($),Valor Giro a IPS ($),Fecha de giro,Observaciones
SANITAS,ESE HOSPITAL SAN VICENTE DE PAUL," 1,180,481.00 "," 1,180,481.00 ",4/12/2024,
SANITAS,"UNIDAD DE DIAGNOSTICOS Y TRATAMIENTOS UROLOGICOS S.A. "" UROMED S.A."""," 1,175,142.00 "," 1,175,142.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL LOCAL DE TENERIFE," 1,168,300.00 "," 1,168,300.00 ",4/12/2024,
SANITAS,HOSPITAL TIMBIO - EMPRESA SOCIAL DEL ESTADO," 1,156,537.00 "," 1,156,537.00 ",4/12/2024,
SANITAS,LABORATORIO MEDICO ECHAVARRIA SAS," 1,147,196.00 "," 1,147,196.00 ",4/12/2024,
SANITAS,UNIDAD DE ESPECIALIDADES MEDICAS SAS," 1,134,353.00 "," 1,134,353.00 ",4/12/2024,
SANITAS,E.S.E. SAN JUAN DE DIOS DE MARINILLA," 1,132,668.00 "," 1,132,668.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL DEL ROSARIO EMPRESA SOCIAL DEL ESTADO," 1,130,400.00 "," 1,130,400.00 ",4/12/2024,
SANITAS,CENTRO DE REHABILITACIÓN INTEGRAL NIÑOS FELICES IPS SAS," 1,120,880.00 "," 1,120,880.00 ",4/12/2024,
SANITAS,HOSPITAL SAN VICENTE DE PAUL EMPRESA SOCIAL DEL ESTADO," 1,087,942.00 "," 1,087,942.00 ",4/12/2024,
SANITAS,SOCIEDAD DE CIRUJANOS PEDIATRAS ESPECIALISTAS IPS S.A.S," 1,076,900.00 "," 1,076,900.00 ",4/12/2024,
SANITAS,FASES IPS S.AS," 1,065,330.00 "," 1,065,330.00 ",4/12/2024,
SANITAS,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO," 1,062,572.00 "," 1,062,572.00 ",4/12/2024,
SANITAS,GASTRODIAGNOSTICOS I.P.S S.A.S," 1,062,516.00 "," 1,062,516.00 ",4/12/2024,
SANITAS,CLINICA PAJONAL S.A.S," 1,061,959.00 "," 1,061,959.00 ",4/12/2024,
SANITAS,ESE HOSPITAL SAN RAFAEL DE CHINU," 1,059,145.00 "," 1,059,145.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS," 1,057,741.00 "," 1,057,741.00 ",4/12/2024,
SANITAS,ESE HOSPITAL SAN JUAN DE SAHAGUN," 1,056,796.00 "," 1,056,796.00 ",4/12/2024,
SANITAS,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS," 1,055,161.00 "," 1,055,161.00 ",4/12/2024,
SANITAS,E.S.E. RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO HOSPITAL CAÑAVERALEJO," 1,054,532.00 "," 1,054,532.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL SAN ANTONIO DEL TEQUENDAMA," 1,044,440.00 "," 1,044,440.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL LOCAL SANTA CRUZ EMPRES SOCIAL DEL ESTADO," 1,042,792.00 "," 1,042,792.00 ",4/12/2024,
SANITAS,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON," 1,041,769.00 "," 1,041,769.00 ",4/12/2024,
SANITAS,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN," 1,036,980.00 "," 1,036,980.00 ",4/12/2024,
SANITAS,HOSPITAL SAN JUAN DE DIOS EL SANTUARIO," 1,033,444.00 "," 1,033,444.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL SANTANDER EMPRESA SOCIAL DEL ESTADO," 1,031,057.00 "," 1,031,057.00 ",4/12/2024,
SANITAS,ESE HOSPITAL SAN FRANCISCO," 1,027,200.00 "," 1,027,200.00 ",4/12/2024,
SANITAS,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEL PERPETUO SOCORRO," 1,025,400.00 "," 1,025,400.00 ",4/12/2024,
SANITAS,CENFIMAX S.A.S.," 1,020,301.00 "," 1,020,301.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL LOCAL SAN JUAN DE DIOS," 1,016,850.00 "," 1,016,850.00 ",4/12/2024,
SANITAS,AMEZQUITA ACOSTA SAS," 1,016,698.00 "," 1,016,698.00 ",4/12/2024,
SANITAS,MEDYDONT IPS," 1,012,678.00 "," 1,012,678.00 ",4/12/2024,
SANITAS,E.S.E. HOSPITAL LOCAL CANDELARIA VALLE EMPRESA SOCIAL DEL ESTADO," 1,010,569.00 "," 1,010,569.00 ",4/12/2024,
SANITAS,SERVICIO DE EMERGENCIAS MEDICAS DEL CAQUETA S.A.S," 1,010,400.00 "," 1,010,400.00 ",4/12/2024,
SANITAS,CENTRO DE MOVIMIENTO EJERCICIO Y REHABILITACIÓN S.A.S.- C MOVER S.A.S.," 1,009,260.00 "," 1,009,260.00 ",4/12/2024,
SANITAS,CLINICA ODENTIS 24 HORAS SAS," 10,428,000.00 ", -   ,4/12/2024,Giro rechazado. Cuenta no existe
NUEVA EPS ,FUNDACION VALLE DEL LILI," 15,039,376,040.00 "," 15,039,376,040.00 ",4/12/2024,
NUEVA EPS ,ONCOLOGOS DEL OCCIDENTE S.A.S.," 11,507,337,085.00 "," 11,507,337,085.00 ",4/12/2024,
NUEVA EPS ,AUDIFARMA S.A.," 8,935,126,784.00 "," 8,935,126,784.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEDILASER S.A.S.," 8,496,596,176.00 "," 8,496,596,176.00 ",4/12/2024,
NUEVA EPS ,FUNDACION CARDIOVASCULAR DE COLOMBIA," 8,287,437,317.00 "," 8,287,437,317.00 ",4/12/2024,
NUEVA EPS ,CLINICA INTERNACIONAL DE ALTA TECNOLOGIA CLINALTEC S.A.S.," 6,306,249,278.00 "," 6,306,249,278.00 ",4/12/2024,
NUEVA EPS ,DISCOLMEDICA S. A. S," 5,983,380,369.00 "," 5,983,380,369.00 ",4/12/2024,
NUEVA EPS ,FLOTA LA MACARENA S.A.," 5,649,736,026.00 "," 5,649,736,026.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA," 5,607,434,608.00 "," 5,607,434,608.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD INTEGRAL DE ESPECIALISTAS EN SALUD S.A.S SIGLA SIES SALUD S.A.S," 4,880,928,048.00 "," 4,880,928,048.00 ",4/12/2024,
NUEVA EPS ,FUNDACION OFTALMOLOGICA DE SANTANDER - FOSCAL," 4,786,909,956.00 "," 4,786,909,956.00 ",4/12/2024,
NUEVA EPS ,RTS S.A.S," 4,751,853,225.00 "," 4,751,853,225.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEDICOS S.A.," 4,662,374,656.00 "," 4,662,374,656.00 ",4/12/2024,
NUEVA EPS ,AUDIFARMA S.A.," 4,613,011,068.00 "," 4,613,011,068.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO IMSALUD," 4,528,141,240.00 "," 4,528,141,240.00 ",4/12/2024,
NUEVA EPS ,CLINICA DE OCCIDENTE," 4,389,550,823.00 "," 4,389,550,823.00 ",4/12/2024,
NUEVA EPS ,FRESENIUS MEDICAL CARE COLOMBIA S.A.," 4,372,527,208.00 "," 4,372,527,208.00 ",4/12/2024,
NUEVA EPS ,CLINICA LA SAGRADA FAMILIA SAS," 4,294,958,644.00 "," 4,294,958,644.00 ",4/12/2024,
NUEVA EPS ,AVIDANTI SAS," 4,181,565,050.00 "," 4,181,565,050.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL UNIVERSITARIO SAN IGNACIO," 4,159,775,245.00 "," 4,159,775,245.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEDILASER S.A.S.," 3,957,726,127.00 "," 3,957,726,127.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL," 3,680,673,673.00 "," 3,680,673,673.00 ",4/12/2024,
NUEVA EPS ,MEDICAL DUARTE ZF S.A.S," 3,231,576,796.00 "," 3,231,576,796.00 ",4/12/2024,
NUEVA EPS ,DISCOLMEDICA S. A. S," 3,089,088,777.00 "," 3,089,088,777.00 ",4/12/2024,
NUEVA EPS ,ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.," 2,901,699,206.00 "," 2,901,699,206.00 ",4/12/2024,
NUEVA EPS ,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS," 2,847,235,809.00 "," 2,847,235,809.00 ",4/12/2024,
NUEVA EPS ,CORPORACIÓN HOSPITALARIA JUAN CIUDAD," 2,826,417,662.00 "," 2,826,417,662.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD MEDICA RIONEGRO SA," 2,732,023,259.00 "," 2,732,023,259.00 ",4/12/2024,
NUEVA EPS ,GRUPO ONCOLOGICO INTERNACIONAL S.A. Y/O CLINICA DE ONCOLOGÍA ASTORGA," 2,723,919,476.00 "," 2,723,919,476.00 ",4/12/2024,
NUEVA EPS ,SERVICIOS MEDICOS FAMEDIC SAS," 2,722,338,706.00 "," 2,722,338,706.00 ",4/12/2024,
NUEVA EPS ,FUNDACION OFTALMOLOGICA DE SANTANDER - FOSCAL," 2,682,381,979.00 "," 2,682,381,979.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO," 2,593,540,912.00 "," 2,593,540,912.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO," 2,502,349,183.00 "," 2,502,349,183.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES," 2,458,375,754.00 "," 2,458,375,754.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.," 2,425,085,509.00 "," 2,425,085,509.00 ",4/12/2024,
NUEVA EPS ,UCIS DE COLOMBIA S.A.S.," 2,366,680,729.00 "," 2,366,680,729.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.," 2,292,012,261.00 "," 2,292,012,261.00 ",4/12/2024,
NUEVA EPS ,ORGANIZACION CLINICA GENERAL DEL NORTE S.A.S.," 2,269,436,363.00 "," 2,269,436,363.00 ",4/12/2024,
NUEVA EPS ,CLINICA MATERNO INFANTIL CASA DEL NIÑO S.A.S," 2,237,401,998.00 "," 2,237,401,998.00 ",4/12/2024,
NUEVA EPS ,IPS CLINICA REINA CATALINA S.A.S.," 2,202,289,362.00 "," 2,202,289,362.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL UNIVERSITARIO SAN IGNACIO," 2,196,901,647.00 "," 2,196,901,647.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO VIDASINU," 2,172,037,600.00 "," 2,172,037,600.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO DE CANCEROLOGIA S.A.S.," 2,171,155,227.00 "," 2,171,155,227.00 ",4/12/2024,
NUEVA EPS ,CLINICA VALLEDUPAR S.A," 2,151,021,339.00 "," 2,151,021,339.00 ",4/12/2024,
NUEVA EPS ,UNIDAD CLINICA LA MAGDALENA SAS," 2,063,657,253.00 "," 2,063,657,253.00 ",4/12/2024,
NUEVA EPS ,SALUD VITAL DEL HUILA IPS SAS," 1,965,525,750.00 "," 1,965,525,750.00 ",4/12/2024,
NUEVA EPS ,JOHNSON & JOHNSON MEDTECH COLOMBIA S.A.S," 1,910,499,678.00 "," 1,910,499,678.00 ",4/12/2024,
NUEVA EPS ,MIRED BARRANQUILLA IPS S.A.S.," 1,898,068,172.00 "," 1,898,068,172.00 ",4/12/2024,
NUEVA EPS ,SALUD VITAL DEL HUILA IPS SAS," 1,880,480,116.00 "," 1,880,480,116.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO," 1,842,217,937.00 "," 1,842,217,937.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS," 1,828,487,704.00 "," 1,828,487,704.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO," 1,823,143,247.00 "," 1,823,143,247.00 ",4/12/2024,
NUEVA EPS ,UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO," 1,814,272,370.00 "," 1,814,272,370.00 ",4/12/2024,
NUEVA EPS ,ONCOMEDICA S.A.S," 1,798,805,848.00 "," 1,798,805,848.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO," 1,794,190,228.00 "," 1,794,190,228.00 ",4/12/2024,
NUEVA EPS ,CLINICA SANTA MARIA SAS," 1,776,288,492.00 "," 1,776,288,492.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITAL DE LA MISERICORDIA," 1,775,583,833.00 "," 1,775,583,833.00 ",4/12/2024,
NUEVA EPS ,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA," 1,754,582,297.00 "," 1,754,582,297.00 ",4/12/2024,
NUEVA EPS ,FUNDACION AMIGOS DE LA SALUD," 1,731,024,566.00 "," 1,731,024,566.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO MEDICO DE ALTA TECNOLOGÍA S.A.S," 1,725,753,455.00 "," 1,725,753,455.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITAL SAN PEDRO," 1,712,599,921.00 "," 1,712,599,921.00 ",4/12/2024,
NUEVA EPS ,CLINICA SANTA ANA S.A.," 1,696,652,004.00 "," 1,696,652,004.00 ",4/12/2024,
NUEVA EPS ,CORPORACIÓN SALUD UN," 1,676,323,302.00 "," 1,676,323,302.00 ",4/12/2024,
NUEVA EPS ,ASOCIACIÓN PROFAMILIA," 1,672,050,178.00 "," 1,672,050,178.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL REGIONAL DE MONIQUIRA ESE," 1,638,986,001.00 "," 1,638,986,001.00 ",4/12/2024,
NUEVA EPS ,ESE MORENO Y CLAVIJO," 1,635,567,247.00 "," 1,635,567,247.00 ",4/12/2024,
NUEVA EPS ,MEDICADIZ S.A.S," 1,622,232,931.00 "," 1,622,232,931.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA," 1,614,619,815.00 "," 1,614,619,815.00 ",4/12/2024,
NUEVA EPS ,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ," 1,598,186,285.00 "," 1,598,186,285.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO RED DE SERVICIOS DE SALUD DE PRIMER NIVEL," 1,581,375,950.00 "," 1,581,375,950.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO," 1,564,073,847.00 "," 1,564,073,847.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEDICOS S.A.," 1,562,979,679.00 "," 1,562,979,679.00 ",4/12/2024,
NUEVA EPS ,SO SERVICIOS MEDICOS Y OFTALMOLOGICOS S.A.S," 1,544,471,131.00 "," 1,544,471,131.00 ",4/12/2024,
NUEVA EPS ,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO," 1,506,954,172.00 "," 1,506,954,172.00 ",4/12/2024,
NUEVA EPS ,CLINICA VERSALLES S.A.," 1,506,750,448.00 "," 1,506,750,448.00 ",4/12/2024,
NUEVA EPS ,CORPORACION CLINICA PRIMAVERA," 1,499,350,429.00 "," 1,499,350,429.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A," 1,494,697,531.00 "," 1,494,697,531.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA," 1,481,281,955.00 "," 1,481,281,955.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN JUAN BAUTISTA," 1,480,272,342.00 "," 1,480,272,342.00 ",4/12/2024,
NUEVA EPS ,"HOSPITAL SUSANA LOPEZ DE VALENCIA, EMPRESA SOCIAL DEL ESTADO"," 1,467,579,881.00 "," 1,467,579,881.00 ",4/12/2024,
NUEVA EPS ,QUIMIOSALUD S.A.S," 1,465,877,638.00 "," 1,465,877,638.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE ATENCION Y DIAGNOSTICO DE ENFERMEDADES INFECCIOSAS C.D.I.S.A.S.," 1,462,196,961.00 "," 1,462,196,961.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ," 1,459,921,507.00 "," 1,459,921,507.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA," 1,459,752,628.00 "," 1,459,752,628.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO," 1,448,543,335.00 "," 1,448,543,335.00 ",4/12/2024,
NUEVA EPS ,ESE ALEJANDRO PROSPERO REVEREND," 1,438,302,051.00 "," 1,438,302,051.00 ",4/12/2024,
NUEVA EPS ,SERVICIOS ESPECIALES DE SALUD-SES HOSPITAL UNIVERSITARIO DE CALDAS," 1,438,249,655.00 "," 1,438,249,655.00 ",4/12/2024,
NUEVA EPS ,FUNDACIÓN CLINICA DEL NORTE," 1,428,685,733.00 "," 1,428,685,733.00 ",4/12/2024,
NUEVA EPS ,INTEGRAL I.P.S. LTDA," 1,427,634,850.00 "," 1,427,634,850.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JOSE DEL GUAVIARE," 1,418,396,942.00 "," 1,418,396,942.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA," 1,408,881,870.00 "," 1,408,881,870.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEL SARARE ESE," 1,388,323,535.00 "," 1,388,323,535.00 ",4/12/2024,
NUEVA EPS ,UBA VIHONCO SAS," 1,385,288,878.00 "," 1,385,288,878.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DE ALTA COMPLEJIDAD DEL PUTUMAYO S.A.S ZOMAC," 1,379,721,425.00 "," 1,379,721,425.00 ",4/12/2024,
NUEVA EPS ,E.S.E. CARMEN EMILIA OSPINA DE NEIVA," 1,379,080,206.00 "," 1,379,080,206.00 ",4/12/2024,
NUEVA EPS ,"CLINICA LA MILAGROSA S,A,"," 1,376,904,677.00 "," 1,376,904,677.00 ",4/12/2024,
NUEVA EPS ,CLINICA CENTENARIO S.A.S," 1,362,161,948.00 "," 1,362,161,948.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEDELLIN S.A.S.," 1,355,164,555.00 "," 1,355,164,555.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL," 1,302,172,159.00 "," 1,302,172,159.00 ",4/12/2024,
NUEVA EPS ,CLINICA ALTA COMPLEJIDAD DE AGUACHICA S.A.S.," 1,299,550,244.00 "," 1,299,550,244.00 ",4/12/2024,
NUEVA EPS ,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E," 1,296,397,049.00 "," 1,296,397,049.00 ",4/12/2024,
NUEVA EPS ,UNIDAD CARDIOQUIRURGICA DE NARIÑO SAS," 1,294,479,317.00 "," 1,294,479,317.00 ",4/12/2024,
NUEVA EPS ,ARTMEDICA S.A.S," 1,287,313,256.00 "," 1,287,313,256.00 ",4/12/2024,
NUEVA EPS ,PROJECTION LIFE COLOMBIA," 1,276,944,440.00 "," 1,276,944,440.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITAL SAN JOSE DE BUGA," 1,266,096,270.00 "," 1,266,096,270.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD DE ONCOLOGIA Y HEMATOLOGIA DEL CESAR S.A.S.," 1,265,763,361.00 "," 1,265,763,361.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA," 1,264,193,705.00 "," 1,264,193,705.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER," 1,262,637,452.00 "," 1,262,637,452.00 ",4/12/2024,
NUEVA EPS ,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S," 1,262,385,423.00 "," 1,262,385,423.00 ",4/12/2024,
NUEVA EPS ,FUNDACION HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE," 1,261,561,596.00 "," 1,261,561,596.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD MEDICA RIONEGRO SA," 1,238,748,098.00 "," 1,238,748,098.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS," 1,228,913,890.00 "," 1,228,913,890.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL REGIONAL MANUELA BELTRAN," 1,217,640,822.00 "," 1,217,640,822.00 ",4/12/2024,
NUEVA EPS ,FUNDACION OFTALMOLOGICA DEL CARIBE," 1,217,301,903.00 "," 1,217,301,903.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD MEDICA DE SANTA MARTA S.A.S.," 1,213,635,184.00 "," 1,213,635,184.00 ",4/12/2024,
NUEVA EPS ,GLOBAL LIFE AMBULANCIAS SAS," 1,208,790,839.00 "," 1,208,790,839.00 ",4/12/2024,
NUEVA EPS ,MEDICAL DUARTE ZF S.A.S," 1,206,269,412.00 "," 1,206,269,412.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL REGIONAL NORTE," 1,203,416,963.00 "," 1,203,416,963.00 ",4/12/2024,
NUEVA EPS ,CLINICA UROS S.A.S - TORRE A," 1,200,098,947.00 "," 1,200,098,947.00 ",4/12/2024,
NUEVA EPS ,CORPORACIÓN HOSPITALARIA JUAN CIUDAD," 1,191,961,658.00 "," 1,191,961,658.00 ",4/12/2024,
NUEVA EPS ,UNIDAD CARDIOQUIRURGICA DE NARIÑO SAS," 1,187,550,876.00 "," 1,187,550,876.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL REGIONAL SAN GIL," 1,179,531,773.00 "," 1,179,531,773.00 ",4/12/2024,
NUEVA EPS ,DAVITA S.A.S.," 1,177,839,968.00 "," 1,177,839,968.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL PABLO TOBON URIBE," 1,176,776,885.00 "," 1,176,776,885.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S," 1,175,424,088.00 "," 1,175,424,088.00 ",4/12/2024,
NUEVA EPS ,E.S.E HOSPITAL DEPARTAMENTAL TOMAS URIBE URIBE DE TULUA EMPRESA SOCIAL DEL ESTADO," 1,174,473,936.00 "," 1,174,473,936.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE CANCEROLOGÍA DE BOYACÁ SAS.," 1,170,731,102.00 "," 1,170,731,102.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE," 1,170,449,578.00 "," 1,170,449,578.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL," 1,166,722,132.00 "," 1,166,722,132.00 ",4/12/2024,
NUEVA EPS ,AMBULANCIAS AEREAS DE COLOMBIA S.A.S.," 1,126,418,563.00 "," 1,126,418,563.00 ",4/12/2024,
NUEVA EPS ,RED SALUD ARMENIA ESE UNIDAD INTERMEDIA DEL SUR," 1,125,580,248.00 "," 1,125,580,248.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ," 1,124,785,639.00 "," 1,124,785,639.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.," 1,112,277,440.00 "," 1,112,277,440.00 ",4/12/2024,
NUEVA EPS ,FUNDACION CTIC - CENTRO DE TRATAMIENTO E INVESTIGACION SOBRE CANCER LUIS CARLOS SARMIENTO ANGULO," 1,109,903,775.00 "," 1,109,903,775.00 ",4/12/2024,
NUEVA EPS ,CLINICA DEL SISTEMA NERVIOSO S.A.S," 1,099,595,924.00 "," 1,099,595,924.00 ",4/12/2024,
NUEVA EPS ,UNIDAD HEMATO ONCOLOGICA ESPECIALIZADA IPS SAS," 1,094,237,706.00 "," 1,094,237,706.00 ",4/12/2024,
NUEVA EPS ,MEDICINA Y TERAPIAS DOMICILIARIAS S.A.S.," 1,091,535,614.00 "," 1,091,535,614.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA," 1,086,891,680.00 "," 1,086,891,680.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO," 1,084,138,341.00 "," 1,084,138,341.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEDICAL SAS," 1,082,411,720.00 "," 1,082,411,720.00 ",4/12/2024,
NUEVA EPS ,CLINICA BLAS DE LEZO S.A.S," 1,057,151,617.00 "," 1,057,151,617.00 ",4/12/2024,
NUEVA EPS ,NEFROUROS MOM SAS," 1,053,061,394.00 "," 1,053,061,394.00 ",4/12/2024,
NUEVA EPS ,JOHNSON & JOHNSON DE COLOMBIA SA," 1,045,986,707.00 "," 1,045,986,707.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA," 1,042,243,798.00 "," 1,042,243,798.00 ",4/12/2024,
NUEVA EPS ,S.A.E. SERVICIOS AEREOS ESPECIALES GLOBAL LIFE AMBULANCIAS S.A.S," 1,036,136,056.00 "," 1,036,136,056.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD CORDOBESA DE CIRUGIA VASCULAR S.AS," 1,034,595,267.00 "," 1,034,595,267.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS," 1,030,837,166.00 "," 1,030,837,166.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE," 1,018,365,963.00 "," 1,018,365,963.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE," 1,008,228,324.00 "," 1,008,228,324.00 ",4/12/2024,
NUEVA EPS ,"INSTITUTO ONCOHEMATOLOGICO BETANIA S.A "" BIO BETANIA S.A"""," 1,007,258,671.00 "," 1,007,258,671.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL MANUEL ELKIN PATARROYO," 1,005,510,586.00 "," 1,005,510,586.00 ",4/12/2024,
NUEVA EPS ,COLCHARTER IPS SAS," 1,003,035,275.00 "," 1,003,035,275.00 ",4/12/2024,
